Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Provincia,Región,Latitud (Decimal),Longitud (decimal),Latitud (Sexagesimal),Longitud (Sexagesimal),rango_baths,rango_dormitorios
316751000,8900,394460,lareina,ElGreco6726,4,2,117.0,277.0,3.0,11992158,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
306074000,8600,381163,lobarnechea,Noespecifica,6,4,120.0,700.0,4.0,11990940,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,6-10
188627000,5300,234903,laflorida,Sta.Elvira/LosUlmos,3,3,82.0,177.0,4.0,11086527,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
604674100,16990,753019,lobarnechea,Berna,5,4,140.0,400.0,2.0,11990538,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,1-5
462634410,12999,576133,penalolen,AlvaroCasanova,5,3,165.0,340.0,2.0,11115809,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
658415000,18500,819944,lareina,SimónGonzález,6,5,218.0,440.0,4.0,11990447,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,6-10
654856000,18400,815512,colina,GuayGuay10701,5,5,222.0,508.0,2.0,11990397,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
640264100,17990,797340,colina,Casamediterráneacomonueva/pieandino,4,3,245.0,650.0,0.0,10175779,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
672651000,18900,837672,penalolen,Laspircas,4,4,200.0,625.0,3.0,11106769,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
60000000,1686,74720,quilicura,Sanignaciodeloyola,4,1,70.0,62.0,1.0,9145909,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
943135000,26500,1174514,lobarnechea,Robles-ColegioLosAlerces,4,3,189.0,517.0,2.0,11106744,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,1-5
281516900,7910,350581,recoleta,AtrescuadrasdemetroDorsal,5,2,138.0,351.0,2.0,11988462,Santiago,Metropolitana de Santiago,-33.4058,-70.64, -33°24' 21'' ,"-70°38' 24""",1-5,1-5
174746900,4910,217618,quilicura,AltosdeQuilicura,3,3,94.0,140.0,1.0,11988434,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
544527000,15300,678116,lascondes,federicoGarcíaLorca7097,3,2,136.0,308.0,4.0,11988161,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
259807000,7300,323545,laflorida,ElHualleSur9300-9600,4,3,135.0,184.0,0.0,11824322,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
775862000,21800,966204,lascondes,Vichato/CarlosAlvarado,6,5,276.0,436.0,3.0,11076023,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,6-10
1708320000,48000,2127422,lascondes,LosDominicos,4,4,488.0,488.0,10.0,11987515,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
1103290000,31000,1373960,lareina,Helsby,5,4,240.0,240.0,0.0,11987478,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
85000000,2388,105853,laflorida,Paseodelosrobles3871,3,1,76.0,89.0,1.0,11987181,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
139000000,3906,173101,laflorida,Pasajesaneugenio,3,1,84.0,160.0,2.0,11987165,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
135000000,3793,168120,maipu,CasaensectorParadero8dePajaritos,3,1,72.0,171.0,1.0,11986988,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
581896500,16350,724653,santiago,PresidenteRiesco5157,3,3,140.0,140.0,1.0,11986954,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
526411690,14791,655556,santiago,AvenidaRicardoCumming,6,3,350.0,525.0,4.0,11986508,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,6-10
138801000,3900,172853,recoleta,AvenidaValdivieso,4,2,114.0,230.0,0.0,11986442,Santiago,Metropolitana de Santiago,-33.4058,-70.64, -33°24' 21'' ,"-70°38' 24""",1-5,1-5
98940200,2780,123213,puentealto,Av.EjercitoLibertador4196,3,1,72.0,112.0,1.0,11986423,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
67265100,1890,83767,penaflor,PasajeCerroFlorida364,2,1,60.0,80.0,1.0,11986400,Talagante,Metropolitana de Santiago,-33.6061,-70.8764, -33°36' 22'' , -70°52' 35'' ,1-5,1-5
86839600,2440,108144,maipu,CalleHerodes,3,2,65.0,60.0,1.0,11986356,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
117091100,3290,145817,lampa,EntreAvenidaBordeNorteyBoulevarLosCóndores,3,3,90.0,167.0,2.0,11986274,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
90754500,2550,113019,independencia,CoronelAgustinLopezdeAlcazar,3,1,93.0,90.0,0.0,11986245,Santiago,Metropolitana de Santiago,-33.4128,-70.6658, -33°24' 46'' , -70°39' 57'' ,1-5,1-5
136523240,3836,170016,cerrillos,ElEsfuerzo6338,5,2,140.0,275.0,3.0,11986205,Santiago,Metropolitana de Santiago,-33.5,-70.7167,"-33°30' 0""","-70°43' 0""",1-5,1-5
120116250,3375,149584,pudahuel,PasajeMalloco,4,2,140.0,140.0,2.0,11985968,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
256248000,7200,319113,huechuraba,Guanaconorte1752,3,3,140.0,200.0,2.0,11985895,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
140000000,3934,174346,santiago,AraucoconPedroLeonUgalde,2,1,231.0,181.0,0.0,11985718,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
55000000,1545,68493,sanramon,EliasFernandezAlbanoconAmericoVespucio,3,1,80.0,276.0,1.0,11985710,Santiago,Metropolitana de Santiago,-33.5428,-70.6439,"-33°31' 60""","-70°38' 30""",1-5,1-5
120000000,3372,149440,puentealto,LasNievesconlosJardines.,4,2,98.0,133.0,2.0,11985678,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
135000000,3793,168120,puentealto,GabrielaconVicuñaMackena,3,2,65.0,102.0,1.0,11985664,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
68000000,1911,84682,puentealto,EjercitoLibertador,2,1,45.0,45.0,1.0,11985653,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
130000000,3653,161893,puentealto,NonatoCooconAngelPimentel,3,2,80.0,110.0,1.0,11985633,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
75000000,2107,93400,pudahuel,CalleArgoscercanoaAutopistaVespucioNorte,4,1,50.0,87.0,1.0,11985616,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
121006000,3400,150692,cerrillos,Donorione,3,2,60.0,145.0,2.0,11499662,Santiago,Metropolitana de Santiago,-33.5,-70.7167,"-33°30' 0""","-70°43' 0""",1-5,1-5
150000000,4215,186800,providencia,MetroPedrodeValdivia,2,2,51.0,51.0,2.0,11985603,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
120000000,3372,149440,laflorida,WalkerMartinez1600,2,2,,,2.0,11985561,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
129000000,3625,160648,padrehurtado,RodolfoJaramillo2613,3,3,72.0,156.0,2.0,11984734,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",1-5,1-5
274932750,7725,342382,lareina,Plazaegaña,3,3,95.0,95.0,0.0,11984605,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
88000000,2473,109589,pudahuel,SanFrancisco,4,2,85.0,100.0,1.0,11984523,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
150000000,4215,186800,maipu,VillaPehuén,3,2,58.0,140.0,1.0,11984489,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
160000000,4496,199253,maipu,VillaLosHéroes,6,2,120.0,160.0,1.0,11984463,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,6-10
77000000,2164,95890,maipu,BarrioLasRosas,4,1,72.0,100.0,1.0,11984443,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
130000000,3653,161893,maipu,VillaLosHeroes,4,2,120.0,160.0,2.0,11984419,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
137733300,3870,171523,maipu,LosCastaños,3,3,66.0,118.0,1.0,11984395,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
160000000,4496,199253,maipu,Elabrazo,3,3,90.0,180.0,1.0,11984352,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
96000000,2697,119552,laflorida,Manutara,4,2,86.0,134.0,3.0,11984330,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
1512575000,42500,1883655,lareina,AlvaroCasanova/MariaMonvel,4,3,4307.0,4307.0,0.0,11115336,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
450000000,12644,560399,quintanormal,SanGumercindo475,8,5,,,0.0,11983568,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,6-10
190000000,5339,236613,maipu,Av.PresidenteGabrielGonzálezVidela2031,5,3,150.0,200.0,4.0,11983477,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
66000000,1854,82192,maipu,PasajeSantaSoledad3891,3,2,,,1.0,11983460,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
95000000,2669,118306,maipu,LagoMaihue4576,3,2,80.0,128.0,2.0,11983430,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
80000000,2248,99626,maipu,Quellon1438,2,1,,,1.0,11983414,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
120000000,3372,149440,maipu,PasajeElSereno1561,3,1,,,1.0,11983404,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
125000000,3512,155666,maipu,FaustinoSarmiento0611,4,2,130.0,198.0,1.0,11983390,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
120000000,3372,149440,macul,GregoriodelaFuente3589,5,2,,,1.0,11983364,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
516055000,14500,642659,providencia,Girardi,4,4,220.0,351.0,3.0,11982658,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
491142000,13800,611634,lascondes,ElBombo/Zanzibar,4,4,156.0,320.0,2.0,11076004,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
55164500,1550,68698,santiago,PasajeLaParcelaN°24,3,1,78.0,78.0,1.0,11982403,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
95594740,2686,119047,buin,VillaCardenalRaúlSilvaHenríquez,3,1,89.0,110.0,1.0,11982390,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
137946840,3876,171789,buin,TuliperosdeBuin,3,3,81.0,201.0,1.0,11982365,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
565881000,15900,704709,lascondes,IVCentenario/Apoquindo,3,2,94.0,577.0,4.0,11063229,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
437757000,12300,545152,colina,HiperRebajadoCondominioHaciendaChacabucoencomunaColina,6,5,268.0,6924.0,10.0,11981887,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,6-10
106414100,2990,132521,sanbernardo,lossuspiros,3,1,,,2.0,11981532,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
81002840,2276,100875,paine,LomasdePaine,3,1,70.0,70.0,2.0,11981517,Maipo,Metropolitana de Santiago,-33.8119,-70.7228, -33°48' 43'' , -70°43' 22'' ,1-5,1-5
52566430,1477,65463,paine,painecentro,4,2,60.0,60.0,2.0,11981501,Maipo,Metropolitana de Santiago,-33.8119,-70.7228, -33°48' 43'' , -70°43' 22'' ,1-5,1-5
80219860,2254,99900,paine,LomasdePaine,2,1,52.0,52.0,2.0,11981468,Maipo,Metropolitana de Santiago,-33.8119,-70.7228, -33°48' 43'' , -70°43' 22'' ,1-5,1-5
161934500,4550,201662,quilicura,ValleLoCampino,3,2,88.0,128.0,3.0,11981386,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
396116700,11130,493296,providencia,MetroInesdeSuarez,4,2,120.0,355.0,0.0,11981194,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
70000000,1967,87173,loespejo,Pioxii7344,3,1,70.0,70.0,0.0,11980306,Santiago,Metropolitana de Santiago,-33.5219,-70.6869, -33°31' 19'' , -70°41' 13'' ,1-5,1-5
105000000,2950,130760,recoleta,Avda.Recoleta,2,1,,,2.0,11980185,Santiago,Metropolitana de Santiago,-33.4058,-70.64, -33°24' 21'' ,"-70°38' 24""",1-5,1-5
122000000,3428,151930,puentealto,GabrielaOriente,3,1,,,3.0,11980171,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
132000000,3709,164384,laflorida,Referencia,3,1,60.0,60.0,2.0,11980161,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
64000000,1798,79701,laflorida,SantaAmalia,2,1,,,1.0,11980158,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
560000000,15735,697385,caleradetango,CaleradeTango,6,4,,,1.0,11980153,Maipo,Metropolitana de Santiago,-33.6278,-70.785, -33°37' 40'' ,"-70°47' 6""",1-5,6-10
398608000,11200,496399,providencia,Plazapadreletier,3,2,139.0,187.0,2.0,11979935,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
151000000,4243,188045,laflorida,AvenidalafloridacercadeLíder,4,3,100.0,175.0,2.0,11979767,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
138801000,3900,172853,sanbernardo,sargentoaldea,4,1,93.0,223.0,0.0,11824662,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
480109100,13490,597894,lareina,ValenzuelaPuelma,4,4,139.0,241.0,3.0,11978983,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,1-5,1-5
153214950,4305,190803,puentealto,Avlaflorida,3,2,110.0,200.0,3.0,11978690,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
209981000,5900,261496,estacioncentral,GeneralVelásquez,3,2,150.0,150.0,307.0,11978650,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,1-5
45000000,1264,56040,lapintana,Juanita/batallonchacabuco,1,1,40.0,102.0,1.0,10351284,Santiago,Metropolitana de Santiago,-33.5828,-70.6339, -33°34' 58'' , -70°38' 2'' ,1-5,1-5
122963450,3455,153130,quilicura,Avenidalastorres,3,3,98.0,98.0,1.0,11552725,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
50000000,1405,62267,paine,Baquedano,4,1,117.0,117.0,0.0,11978444,Maipo,Metropolitana de Santiago,-33.8119,-70.7228, -33°48' 43'' , -70°43' 22'' ,1-5,1-5
139500000,3920,173724,buin,Híperlíderbuin,4,2,80.0,80.0,1.0,11978426,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
75000000,2107,93400,buin,pasajeelbins,4,2,130.0,130.0,0.0,11978396,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
120000000,3372,149440,buin,Elolmo,4,3,130.0,200.0,3.0,11978385,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
350000000,9834,435866,buin,Losceibos,3,1,98.0,560.0,0.0,11978378,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
190000000,5339,236613,buin,Aquabuin,3,3,100.0,412.0,4.0,11978360,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
120000000,3372,149440,puentealto,PasajeAdolfoRuizMartínez,3,2,70.0,154.0,1.0,11977698,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
53000000,1489,66002,puentealto,Pasaje27,3,1,70.0,90.0,0.0,11977678,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
229555500,6450,285872,lagranja,Lagranja,4,2,240.0,640.0,4.0,11977647,Santiago,Metropolitana de Santiago,-33.5833,-70.5833,"-33°31' 60""","-70°37' 30""",1-5,1-5
391490000,11000,487534,nunoa,curamilla,4,2,80.0,200.0,3.0,11977607,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
186491600,5240,232244,puentealto,Pasajeportoalegre,4,3,130.0,153.0,0.0,11824439,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
836365000,23500,1041550,lascondes,Condominio/repúblicadehonduras,4,5,250.0,360.0,0.0,6780182,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
747390000,21000,930747,lascondes,Camarico,4,4,206.0,206.0,3.0,11976353,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
160155000,4500,199446,cerrillos,Surponiente,3,1,275.0,275.0,2.0,11723080,Santiago,Metropolitana de Santiago,-33.5,-70.7167,"-33°30' 0""","-70°43' 0""",1-5,1-5
818570000,23000,1019390,lascondes,AvLaplaza961,5,5,205.0,250.0,2.0,11976151,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
164781700,4630,205208,lampa,Larapintooriente2667,4,3,99.0,273.0,2.0,11499937,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
140366960,3944,174803,lampa,avloshalconesconlarapintaoeste.,3,2,100.0,199.0,0.0,11418005,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
92534000,2600,115235,talagante,ojosdelsalado,3,2,130.0,145.0,1.0,11975653,Talagante,Metropolitana de Santiago,-33.6669,-70.9308, -33°40' 1'' , -70°55' 51'' ,1-5,1-5
255892100,7190,318670,santiago,Lordcochrane,7,2,320.0,350.0,0.0,11975639,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,6-10
153037000,4300,190582,islademaipo,Callegalvez,3,3,90.0,260.0,2.0,11975623,Talagante,Metropolitana de Santiago,-33.7539,-70.8858, -33°45' 14'' , -70°53' 9'' ,1-5,1-5
170832000,4800,212742,islademaipo,islademaipo,4,3,116.0,260.0,2.0,11975608,Talagante,Metropolitana de Santiago,-33.7539,-70.8858, -33°45' 14'' , -70°53' 9'' ,1-5,1-5
213540000,6000,265928,islademaipo,Galvez,4,3,126.0,280.0,3.0,11975593,Talagante,Metropolitana de Santiago,-33.7539,-70.8858, -33°45' 14'' , -70°53' 9'' ,1-5,1-5
88975000,2500,110803,elmonte,Avenidalibertadores1670,3,1,54.0,140.0,1.0,11975557,Talagante,Metropolitana de Santiago,-33.6839,-71.0169, -33°41' 2'' , -71°1' 1'' ,1-5,1-5
505378000,14200,629362,sanbernardo,goycolea724,5,3,4500.0,4500.0,15.0,11818708,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
231335000,6500,288088,nunoa,PeatonesVeintinueve,3,2,137.0,175.0,0.0,11824724,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
78000000,2192,97136,maipu,halcon644,3,1,52.0,52.0,1.0,11974959,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
1775941000,49900,2211633,vitacura,artigas,8,7,550.0,1602.0,6.0,11974158,Santiago,Metropolitana de Santiago,-33.4,-70.6,"-33°24' 0""","-70°36' 0""",6-10,6-10
498865030,14017,621252,talagante,Condominiovistahermosa,8,6,340.0,5000.0,4.0,9038504,Talagante,Metropolitana de Santiago,-33.6669,-70.9308, -33°40' 1'' , -70°55' 51'' ,6-10,6-10
338105000,9500,421052,santiago,Bremen,3,3,99.0,113.0,1.0,11973906,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
206422000,5800,257064,islademaipo,Galvez1569,4,3,126.0,126.0,2.0,11682481,Talagante,Metropolitana de Santiago,-33.7539,-70.8858, -33°45' 14'' , -70°53' 9'' ,1-5,1-5
992961000,27900,1236564,santiago,ColinaMiravalle,7,9,287.0,825.0,3.0,11973876,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",6-10,6-10
290000000,8148,361146,macul,ElLibanoconLuisValenzuela,3,2,93.0,328.0,3.0,11440173,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
78000000,2192,97136,quilicura,Loovallleestadiomonumental,2,1,53.0,75.0,2.0,8340764,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
146274900,4110,182161,pedroaguirrecerda,Av.Central,3,2,96.0,160.0,0.0,11824416,Santiago,Metropolitana de Santiago,-33.4661,-70.6336, -33°27' 58'' , -70°38' 1'' ,1-5,1-5
590794000,16600,735733,nunoa,CrescenteErrazurizconAvSalvador,5,3,192.0,595.0,4.0,11532205,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
491142000,13800,611634,colina,Sananselmo/chicureo,3,4,140.0,350.0,3.0,10747109,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
150000000,4215,186800,pudahuel,CondominioLosJardinesdeVespucio1,4,3,110.0,110.0,1.0,11970860,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
94900000,2666,118182,lagranja,Santarosa,3,1,93.0,200.0,4.0,11537134,Santiago,Metropolitana de Santiago,-33.5833,-70.5833,"-33°31' 60""","-70°37' 30""",1-5,1-5
110000000,3091,136986,laflorida,Nacimiento11641,4,1,88.0,128.0,3.0,11970836,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
78298000,2200,97507,quilicura,PasajeRíoPuelo767,2,1,50.0,69.0,1.0,11970516,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
113900000,3200,141843,quilicura,delTrigal,4,2,90.0,130.0,2.0,11537176,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
302515000,8500,376731,laflorida,Elhuallesur,4,2,119.0,304.0,0.0,11824338,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
120000000,3372,149440,quilicura,Santaluisa,3,1,80.0,350.0,6.0,10464295,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
90000000,2529,112080,pudahuel,Pasajelegislación406,4,1,77.0,91.0,0.0,11967919,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
92000000,2585,114570,maipu,AvenidaLonguitudinal,2,2,55.0,85.0,2.0,11967894,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
58000000,1630,72229,talagante,SantaTeresadelosAndes041,4,1,120.0,120.0,1.0,11967624,Talagante,Metropolitana de Santiago,-33.6669,-70.9308, -33°40' 1'' , -70°55' 51'' ,1-5,1-5
80000000,2248,99626,talagante,Pasajeberilio1010,5,2,100.0,100.0,1.0,11967599,Talagante,Metropolitana de Santiago,-33.6669,-70.9308, -33°40' 1'' , -70°55' 51'' ,1-5,1-5
