Price_CLP,Price_UF,Price_USD,Comuna,Ubicacion,Dorms,Baths,Built Area,Total Area,Parking,id,Provincia,Región,Latitud (Decimal),Longitud (decimal),Latitud (Sexagesimal),Longitud (Sexagesimal),rango_baths,rango_dormitorios
409285000,11500,509695,quintanormal,Hoevel4548y4558,7,4,384.0,732.0,3.0,11700213,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,6-10
105000000,2950,130760,pedroaguirrecerda,Rucalhue,2,1,112.0,145.0,1.0,10894299,Santiago,Metropolitana de Santiago,-33.4661,-70.6336, -33°27' 58'' , -70°38' 1'' ,1-5,1-5
128124000,3600,159557,estacioncentral,AvenidaLasParcelas,3,1,59.0,243.0,2.0,10257635,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,1-5
75000000,2107,93400,colina,PasajeGonzaloRojas,3,1,103.0,73.0,1.0,9232092,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
53000000,1489,66002,colina,HernánDíazArrieta2820,2,1,57.0,67.0,1.0,7085397,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
94000000,2641,117061,estacioncentral,Avenida5deAbril,2,1,72.0,131.0,0.0,7586371,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,1-5
75000000,2107,93400,colina,GabrielaMistral/PabloNeruda,3,1,70.0,80.0,2.0,11688480,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
105000000,2950,130760,laflorida,SanCristóbalTres,2,1,50.0,120.0,1.0,12229303,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
76000000,2135,94645,maipu,PasajeJosédeMoraleda,3,1,72.0,72.0,1.0,12223374,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
76000000,2135,94645,maipu,Matías,3,1,46.0,90.0,1.0,12221068,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
90000000,2529,112080,maipu,LasTinajas&QuintaVergara,3,1,100.0,134.0,3.0,12188657,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
75000000,2107,93400,sanbernardo,ValledelAconcagua,3,2,50.0,88.0,1.0,12187463,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
153037000,4300,190582,maipu,Merlin,3,2,98.0,130.0,2.0,12187364,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
132000000,3709,164384,quintanormal,SalvadorGutiérrez&Jujuy,4,1,69.0,200.0,2.0,8493024,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,1-5
199000000,5591,247821,santiago,Cuevas,7,3,162.0,185.0,0.0,12155606,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,6-10
79000000,2220,98381,puentealto,PasajeLagoBertrand,2,1,,,2.0,12149041,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
373695000,10500,465374,laflorida,JoséMiguelCarrera,7,3,173.0,850.0,3.0,7850911,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,6-10
480000000,13487,597758,laflorida,Altomacul,5,6,240.0,600.0,2.0,6474890,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,6-10,1-5
142000000,3990,176837,santiago,Sandaniel,3,2,100.0,163.0,2.0,12065162,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
295397000,8300,367867,laflorida,CaminodelaNaturaleza,3,3,105.0,280.0,2.0,10765504,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
391490000,11000,487534,laflorida,Cam.LasCumbres6790,5,3,150.0,400.0,2.0,10105612,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
1210060000,34000,1506924,lascondes,Laforesta,5,5,360.0,1150.0,4.0,10080545,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
160155000,4500,199446,lampa,AvenidaLaMontañaSur4149,3,3,80.0,156.0,2.0,8677005,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
129903500,3650,161773,lampa,AvenidaLaHacienda,3,2,68.0,221.0,1.0,7850612,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
75000000,2107,93400,quilicura,Riocachapoal,2,2,70.0,78.0,0.0,11426067,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
50000000,1405,62267,puentealto,CerroParedones,3,1,31.0,73.0,0.0,11988681,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
175000000,4917,217933,santiago,RíoTrancura,3,3,94.0,191.0,4.0,11840169,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
150000000,4215,186800,quintanormal,NuevaImperial,2,1,96.0,247.0,1.0,11933894,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,1-5
160000000,4496,199253,sanbernardo,AltoJahuel,3,2,91.0,268.0,2.0,11915330,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
75000000,2107,93400,puentealto,TocornalExPedroDuarte,3,1,,87.0,1.0,6775287,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
85000000,2388,105853,puentealto,Maullín,5,2,,105.0,1.0,6776151,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
75000000,2107,93400,lapintana,VioletaParra,3,1,62.0,88.0,1.0,9449460,Santiago,Metropolitana de Santiago,-33.5828,-70.6339, -33°34' 58'' , -70°38' 2'' ,1-5,1-5
75000000,2107,93400,lapintana,PoetaRamóndelValle,3,2,90.0,80.0,1.0,9630711,Santiago,Metropolitana de Santiago,-33.5828,-70.6339, -33°34' 58'' , -70°38' 2'' ,1-5,1-5
290000000,8148,361146,puentealto,Noruega/Eyzaguirre,5,3,,286.0,2.0,8298437,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
160000000,4496,199253,puentealto,Colombia,5,2,165.0,315.0,1.0,9881681,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
302728540,8506,376997,puentealto,LaParroquia,2,1,83.0,1000.0,4.0,10930652,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
225000000,6322,280199,santiago,FranciscoPizarro2041,7,2,,572.0,0.0,11903993,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,6-10
140000000,3934,174346,renca,Montevideo,5,3,,120.0,2.0,11903216,Santiago,Metropolitana de Santiago,-33.3978,-70.7228, -33°23' 52'' , -70°43' 22'' ,1-5,1-5
266925000,7500,332410,quintanormal,TadeoVargas,4,3,198.0,354.0,1.0,11588945,Santiago,Metropolitana de Santiago,-33.4269,-70.6989, -33°25' 37'' , -70°41' 56'' ,1-5,1-5
180000000,5058,224159,santiago,Vichuquén,3,2,79.0,114.0,0.0,11791851,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
120000000,3372,149440,santiago,LebuOriente,4,1,131.0,138.0,2.0,11841421,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
239000000,6715,297634,santiago,Avenida10deJulioHuamachuco,5,4,250.0,190.0,1.0,7756750,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
444519100,12490,553573,huechuraba,SantaMartadeHuechuraba,5,5,156.0,530.0,4.0,11831081,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
125000000,3512,155666,maipu,DaríoPobleteNúñez,3,2,80.0,100.0,2.0,11607101,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
65129700,1830,81108,sanbernardo,Sta.Ines3481,3,1,52.0,75.0,1.0,11824596,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
115000000,3231,143213,maipu,Aracari389,3,1,76.0,120.0,2.0,11786572,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
261586500,7350,325762,sanmiguel,BartoloSoto,3,3,113.0,130.0,1.0,7971519,Santiago,Metropolitana de Santiago,-33.4858,-70.6494,"-33°29' 9""","-70°38' 58""",1-5,1-5
266569100,7490,331967,nunoa,Av.JoséPedroAlessandri1625,4,3,109.0,119.0,1.0,7971620,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
160000000,4496,199253,laflorida,LosGeranios70,3,1,84.0,200.0,2.0,11013162,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
160155000,4500,199446,lampa,Lamontañasur,3,2,88.0,158.0,3.0,11788723,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
259807000,7300,323545,sanmiguel,QuintaAvenida,5,2,200.0,300.0,3.0,11750010,Santiago,Metropolitana de Santiago,-33.4858,-70.6494,"-33°29' 9""","-70°38' 58""",1-5,1-5
115000000,3231,143213,lagranja,VillalosPensamientos,3,2,61.0,163.0,2.0,9694714,Santiago,Metropolitana de Santiago,-33.5833,-70.5833,"-33°31' 60""","-70°37' 30""",1-5,1-5
282940500,7950,352354,pudahuel,AvenidaLasFlores,3,3,145.0,454.0,2.0,6059114,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
140580500,3950,175069,maipu,PasajeSantaNidia,4,3,160.0,162.0,2.0,10500128,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
121000000,3400,150685,maipu,Ptovelero,3,2,100.0,136.0,1.0,10733354,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
139000000,3906,173101,maipu,Lastorres,5,2,127.0,112.0,2.0,10571335,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
91000000,2557,113325,maipu,Elsurazo,3,1,55.0,100.0,1.0,11630172,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
190406500,5350,237119,independencia,PasajeLeonorCepeda,5,2,120.0,240.0,0.0,9679579,Santiago,Metropolitana de Santiago,-33.4128,-70.6658, -33°24' 46'' , -70°39' 57'' ,1-5,1-5
140580500,3950,175069,buin,ComercianteArmandoPérezCarrasco165,4,2,101.0,168.0,2.0,10221099,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
333834200,9380,415734,pudahuel,losrododendrosponiente,4,3,160.0,400.0,2.0,10370614,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
252689000,7100,314681,penalolen,QuebradadeMacul,4,3,112.0,196.0,2.0,9462617,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
85000000,2388,105853,talagante,VillaEsperanza,2,2,80.0,138.0,1.0,9225401,Talagante,Metropolitana de Santiago,-33.6669,-70.9308, -33°40' 1'' , -70°55' 51'' ,1-5,1-5
85000000,2388,105853,laflorida,LaFlorida,2,1,65.0,85.0,1.0,6425368,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
184356200,5180,229584,quilicura,PasajeSantaMagdalenaQuilicur,3,2,90.0,149.0,2.0,9743065,Santiago,Metropolitana de Santiago,-33.3608,-70.7289, -33°21' 39'' , -70°43' 44'' ,1-5,1-5
238453000,6700,296953,pudahuel,LaEsperanza,3,3,110.0,190.0,1.0,7146910,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
309633000,8700,385595,pudahuel,LosAlmendros,5,3,165.0,400.0,2.0,7016500,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
190406500,5350,237119,maipu,CondominioLasCatalpas2,4,4,130.0,130.0,1.0,6992761,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
347002500,9750,432133,pudahuel,Efeso,4,3,140.0,550.0,2.0,8201406,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
291838000,8200,363435,pudahuel,CerrodeloAguirre,3,3,130.0,300.0,3.0,10653655,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
293617500,8250,365651,pudahuel,LosAbedules,3,3,125.0,850.0,2.0,9951428,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
297176500,8350,370083,pudahuel,Callenuevaunosur,4,3,120.0,420.0,2.0,9644944,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
241656100,6790,300942,pudahuel,EsterodelCobre,3,3,130.0,170.0,1.0,10930337,Santiago,Metropolitana de Santiago,-33.4333,-70.7167,"-33°26' 0""","-70°43' 0""",1-5,1-5
533850000,15000,664819,laflorida,LaFlorida,16,12,389.0,890.0,3.0,2988676,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,11-15,16-20
180000000,5058,224159,maipu,LasNaciones,5,3,136.0,153.0,2.0,9274473,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
168000000,4720,209215,padrehurtado,CaminoBajosdeSta.Cruz342,4,3,130.0,180.0,2.0,10340252,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",1-5,1-5
109900000,3088,136862,maipu,Pje.ArmandoCortinez345,3,2,85.0,120.0,1.0,10340294,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
160000000,4496,199253,puentealto,CondominioJardinesdeLasVizcachas,3,3,85.0,180.0,2.0,6359377,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
155000000,4355,193026,tiltil,Tiltil,7,3,250.0,1000.0,8.0,3776733,Chacabuco,Metropolitana de Santiago,-33.085,-70.925,"-33°5' 6""","-70°55' 30""",1-5,6-10
444875000,12500,554016,lobarnechea,ElRodeo-NidodeAguilas,6,4,176.0,275.0,2.0,2652853,Santiago,Metropolitana de Santiago,-33.35,-70.5167,"-33°21' 0""","-70°31' 0""",1-5,6-10
153037000,4300,190582,maipu,CalleSantaNidia,4,3,107.0,145.0,0.0,4003310,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
170000000,4777,211706,conchali,Nilahue,6,2,,,0.0,11608988,Santiago,Metropolitana de Santiago,-33.38,-70.675,"-33°22' 48""","-70°40' 30""",1-5,6-10
90000000,2529,112080,santiago,Verdi,4,2,,85.0,0.0,11608956,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
136000000,3821,169365,sanbernardo,CondominioBarriónuevodenos,3,3,92.0,148.0,1.0,9060758,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
119000000,3344,148194,maipu,Elsurazo,5,2,113.0,108.0,2.0,8805661,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
135000000,3793,168120,maipu,SantaBerta,4,3,93.0,124.0,0.0,9142610,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
270484000,7600,336842,laflorida,Sta.Delia7718,5,3,152.0,200.0,3.0,7806625,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,1-5
175000000,4917,217933,maipu,RamayanacercaMetroPlazaMaipu,4,2,110.0,130.0,3.0,3995128,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
391490000,11000,487534,providencia,MiguelClaro1950,4,2,229.0,248.0,2.0,9542577,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
325000000,9132,404732,buin,Maipú490,4,2,127.0,450.0,4.0,9379847,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
85000000,2388,105853,santiago,Carpay984,4,2,70.0,80.0,1.0,11572248,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
354120500,9950,440997,colina,Sta.Elena278,3,3,118.0,350.0,3.0,9196861,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
81857000,2300,101939,padrehurtado,pasajenarciso1809,3,2,53.0,65.0,1.0,10851413,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",1-5,1-5
165000000,4636,205479,puentealto,Neculan,4,2,110.0,150.0,2.0,7469698,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
162000000,4552,201743,puentealto,Mapulemu,3,2,80.0,140.0,1.0,9861911,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
1032110000,29000,1285318,lareina,PalmasdeMallorca,7,6,260.0,700.0,4.0,9364512,Santiago,Metropolitana de Santiago,-33.4428,-70.5319, -33°26' 34'' , -70°31' 55'' ,6-10,6-10
426724100,11990,531412,huechuraba,ElCarmen,4,3,170.0,450.0,5.0,11435116,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
153037000,4300,190582,conchali,Av.CardenalJoséMaríaCaro3638,5,2,248.0,292.0,2.0,6715809,Santiago,Metropolitana de Santiago,-33.38,-70.675,"-33°22' 48""","-70°40' 30""",1-5,1-5
139000000,3906,173101,recoleta,AvenidaMéxico,6,2,140.0,,0.0,6716881,Santiago,Metropolitana de Santiago,-33.4058,-70.64, -33°24' 21'' ,"-70°38' 24""",1-5,6-10
130000000,3653,161893,lampa,ValleGrande,2,1,60.0,100.0,3.0,10895192,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
177950000,5000,221606,maipu,Huenteno,5,3,100.0,166.0,2.0,9546935,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
188627000,5300,234903,penaflor,CondominioSol,3,3,90.0,120.0,3.0,9978976,Talagante,Metropolitana de Santiago,-33.6061,-70.8764, -33°36' 22'' , -70°52' 35'' ,1-5,1-5
80000000,2248,99626,sanbernardo,Villaalameda,4,3,,,2.0,11449618,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
305718100,8590,380720,huechuraba,ElSauce,4,4,140.0,250.0,3.0,11429525,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
444839410,12499,553972,huechuraba,SantaMartadeHuechuraba,5,5,180.0,580.0,5.0,7971323,Santiago,Metropolitana de Santiago,-33.3678,-70.6339, -33°22' 4'' , -70°38' 2'' ,1-5,1-5
115000000,3231,143213,elmonte,IgnacioPalmaVicuña218,3,3,100.0,170.0,2.0,11440454,Talagante,Metropolitana de Santiago,-33.6839,-71.0169, -33°41' 2'' , -71°1' 1'' ,1-5,1-5
316751000,8900,394460,nunoa,DoctorGenaroBenavides,4,3,145.0,285.0,3.0,11433288,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,1-5
261195010,7339,325274,providencia,DiegodeAlmagroconSuecia,4,3,94.0,104.0,1.0,11425958,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
40000000,1124,49813,santiago,JuanMartínezdeRozas2454,3,1,37.0,32.0,0.0,11423079,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
99000000,2782,123288,macul,JorgeGonzálezBastías4215,2,1,70.0,128.0,1.0,9630477,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
56000000,1573,69738,pedroaguirrecerda,Pje.43276,3,1,65.0,70.0,0.0,9630592,Santiago,Metropolitana de Santiago,-33.4661,-70.6336, -33°27' 58'' , -70°38' 1'' ,1-5,1-5
709308700,19930,883323,santiago,Sta.Elena1130,7,3,3467.0,752.0,4.0,10721217,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,6-10
571895710,16069,712199,nunoa,Hannoverconestrellasolitaria,6,2,157.0,408.0,6.0,11417583,Santiago,Metropolitana de Santiago,-33.4539,-70.6039, -33°27' 14'' , -70°36' 14'' ,1-5,6-10
4520,0,6,santiago,CostaneraFerreaPoniente,4,3,82.0,140.0,4.0,11399089,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
150000000,4215,186800,penalolen,Peñalolén,5,4,130.0,175.0,3.0,6211455,Santiago,Metropolitana de Santiago,-33.4861,-70.5333, -33°29' 10'' ,"-70°32' 0""",1-5,1-5
320310000,9000,398892,buin,AltoSacramento,4,3,188.0,350.0,6.0,11381269,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
198000000,5563,246575,estacioncentral,EstaciónCentral,7,3,180.0,120.0,2.0,5395066,Santiago,Metropolitana de Santiago,-33.4589,-70.6989, -33°27' 32'' , -70°41' 56'' ,1-5,6-10
601471000,16900,749030,colina,CondominioCanquénNorte,4,3,270.0,580.0,4.0,9752751,Chacabuco,Metropolitana de Santiago,-33.1939,-70.6678, -33°11' 38'' , -70°40' 4'' ,1-5,1-5
137000000,3849,170610,conchali,SeisPoniente,6,2,156.0,192.0,1.0,5093646,Santiago,Metropolitana de Santiago,-33.38,-70.675,"-33°22' 48""","-70°40' 30""",1-5,6-10
137021500,3850,170637,puentealto,LosCastaños1059,3,1,85.0,185.0,2.0,11338850,Cordillera,Metropolitana de Santiago,-33.6158,-70.57, -33°36' 57'' ,"-70°34' 12""",1-5,1-5
183500000,5156,228518,sanbernardo,CondominioParqueBalmaceda,4,3,108.0,182.0,2.0,3513793,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
560000000,15735,697385,buin,Calleelbosque,6,3,550.0,2000.0,3.0,5857769,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,6-10
265000000,7446,330012,macul,Av.Marathon2400,4,2,144.0,221.0,3.0,7580054,Santiago,Metropolitana de Santiago,-33.4869,-70.6039, -33°29' 13'' , -70°36' 14'' ,1-5,1-5
11057,0,14,providencia,MiguelClaroconSantaIsabelProvidencia,3,2,229.0,248.0,2.0,10929361,Santiago,Metropolitana de Santiago,-33.435,-70.6158,"-33°26' 6""", -70°36' 57'' ,1-5,1-5
134530200,3780,167534,maipu,Av.BosqueAlto3129,3,3,76.0,118.0,2.0,9231182,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
354000000,9947,440847,caleradetango,SanJosédeTango,3,3,218.0,5000.0,6.0,8310493,Maipo,Metropolitana de Santiago,-33.6278,-70.785, -33°37' 40'' ,"-70°47' 6""",1-5,1-5
150000000,4215,186800,independencia,LongitudinalSeis1223,3,1,76.0,145.0,1.0,11010819,Santiago,Metropolitana de Santiago,-33.4128,-70.6658, -33°24' 46'' , -70°39' 57'' ,1-5,1-5
120000000,3372,149440,maipu,Berkley,4,1,170.0,220.0,1.0,10801762,Santiago,Metropolitana de Santiago,-33.5167,-70.7667,"-33°31' 0""","-70°46' 0""",1-5,1-5
135242000,3800,168421,buin,PastorPoncianoYañez,3,2,89.0,212.0,2.0,8620279,Maipo,Metropolitana de Santiago,-33.7278,-70.7389, -33°43' 40'' , -70°44' 20'' ,1-5,1-5
138089200,3880,171967,padrehurtado,FernandoMuñozRojas1133,3,2,74.0,140.0,1.0,11252860,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",1-5,1-5
75900000,2133,94521,laflorida,SantaJulia,6,2,110.0,154.0,1.0,10563501,Santiago,Metropolitana de Santiago,-33.525,-70.5378,"-33°31' 30""", -70°32' 16'' ,1-5,6-10
294685200,8280,366980,santiago,Colin,5,3,263.0,23000.0,0.0,9347456,Santiago,Metropolitana de Santiago,-33.4372,-70.6572,"-33°26' 14""","-70°39' 26""",1-5,1-5
533850000,15000,664819,lascondes,DomingoBondi/AlonsodeCamargo,4,2,170.0,468.0,3.0,11212213,Santiago,Metropolitana de Santiago,-33.4167,-70.5833,"-33°25' 0""","-70°35' 0""",1-5,1-5
80000000,2248,99626,padrehurtado,Sanbenedictino52villaSantafe,5,3,106.0,168.0,2.0,10223385,Talagante,Metropolitana de Santiago,-33.5667,-70.8333, -33°34' 33'' ,"-70°47' 60""",1-5,1-5
142360000,4000,177285,lampa,LaMontañaNte.3650,3,3,84.0,133.0,2.0,8722194,Chacabuco,Metropolitana de Santiago,-33.2858,-70.8778, -33°17' 9'' , -70°52' 40'' ,1-5,1-5
77799740,2186,96886,sanbernardo,RinconadadeNos,2,1,78.0,70.0,2.0,10633223,Maipo,Metropolitana de Santiago,-33.5819,-70.6869, -33°34' 55'' , -70°41' 13'' ,1-5,1-5
